model,channel,edge_row,C,P,S,anchor_family,other_training_family_count,baseline_predicted_P,baseline_rank_true_P,baseline_top1_correct,baseline_top5_correct,baseline_top10_correct,candidate_anchor_count,offset_predicted_P,offset_rank_true_P,true_P_offset_top1,true_P_offset_top5,true_P_offset_top10,rank_change,top1_rescued,top1_lost,true_anchor_rank,baseline_cosine,adjusted_cosine,residual_improvement_over_raw_cosine
qwen3_0.6b_1024d,en_def_translated_cn_def,2312,蜻,青,虫,ROOT-9752,76,豬,241,0,0,0,1053,扁,473,0,0,0,-232,0,0,473,0.32086754,0.3969940841197967,0.0761265456676483
qwen3_0.6b_1024d,en_def_translated_cn_def,2313,請,青,言,ROOT-9752,95,丞,192,0,0,0,1053,丞,144,0,0,0,48,0,0,144,0.3544417,0.3720072507858276,0.0175655484199523
qwen3_0.6b_1024d,en_def_translated_cn_def,2314,靖,青,立,ROOT-9752,3,寧,754,0,0,0,1053,寧,658,0,0,0,96,0,0,658,0.401092,0.3546200394630432,-0.0464719533920288
qwen3_0.6b_1024d,en_def_translated_cn_def,2315,靚,青,見,ROOT-9752,3,旖,221,0,0,0,1053,旖,228,0,0,0,-7,0,0,228,0.5427749,0.477291464805603,-0.0654834508895874
qwen3_0.6b_1024d,en_def_translated_cn_def,2317,鯖,青,魚,ROOT-9752,19,龜,455,0,0,0,1053,思,821,0,0,0,-366,0,0,821,0.26126078,0.3330081403255462,0.0717473626136779
qwen3_0.6b_1024d,en_def_translated_cn_def,2725,涂,余,氵,ROOT-4F59,185,涂,864,0,0,0,1053,涂,628,0,0,0,236,0,0,628,0.33567995,0.3440543115139007,0.0083743631839752
qwen3_0.6b_1024d,en_def_translated_cn_def,2726,徐,余,彳,ROOT-4F59,13,冉,940,0,0,0,1053,柔,932,0,0,0,8,0,0,932,0.36602035,0.3674986958503723,0.0014783442020416
qwen3_0.6b_1024d,en_def_translated_cn_def,2727,斜,余,斗,ROOT-4F59,4,仄,968,0,0,0,1053,仄,991,0,0,0,-23,0,0,991,0.35564587,0.3114806413650512,-0.0441652238368988
qwen3_0.6b_1024d,en_def_translated_cn_def,2729,畬,余,田,ROOT-4F59,9,田,1001,0,0,0,1053,田,935,0,0,0,66,0,0,935,0.2441434,0.3289274573326111,0.084784060716629
qwen3_0.6b_1024d,en_def_translated_cn_def,2730,荼,余,艹,ROOT-4F59,150,艾,950,0,0,0,1053,局,873,0,0,0,77,0,0,873,0.29942706,0.4044148325920105,0.1049877703189849
qwen3_0.6b_1024d,en_def_translated_cn_def,2731,蜍,余,虫,ROOT-4F59,76,皇,942,0,0,0,1053,巨,843,0,0,0,99,0,0,843,0.33947787,0.4207724332809448,0.0812945663928985
qwen3_0.6b_1024d,en_def_translated_cn_def,2732,途,余,辶,ROOT-4F59,51,法,852,0,0,0,1053,法,866,0,0,0,-14,0,0,866,0.43599254,0.4664109945297241,0.0304184556007385
qwen3_0.6b_1024d,en_def_translated_cn_def,2733,除,余,阝,ROOT-4F59,47,除,579,0,0,0,1053,除,412,0,0,0,167,0,0,412,0.25480807,0.2948679029941559,0.0400598347187042
qwen3_0.6b_1024d,en_def_translated_cn_def,2734,餘,余,飠,ROOT-4F59,21,曼,878,0,0,0,1053,曼,664,0,0,0,214,0,0,664,0.4220173,0.4126230180263519,-0.0093942880630493
qwen3_0.6b_1024d,en_def_translated_cn_def,2919,娠,辰,女,ROOT-8FB0,68,育,608,0,0,0,1053,嬰,471,0,0,0,137,0,0,471,0.4664037,0.5001561045646667,0.0337524116039276
qwen3_0.6b_1024d,en_def_translated_cn_def,2920,宸,辰,宀,ROOT-8FB0,19,屋,338,0,0,0,1053,屋,95,0,0,0,243,0,0,95,0.48793346,0.5393489599227905,0.0514155030250549
qwen3_0.6b_1024d,en_def_translated_cn_def,2921,振,辰,扌,ROOT-8FB0,138,取,557,0,0,0,1053,川,355,0,0,0,202,0,0,355,0.5191326,0.5547820925712585,0.0356494784355163
qwen3_0.6b_1024d,en_def_translated_cn_def,2922,晨,辰,日,ROOT-8FB0,42,晨,426,0,0,0,1053,晨,285,0,0,0,141,0,0,285,0.456162,0.5025345087051392,0.046372503042221
qwen3_0.6b_1024d,en_def_translated_cn_def,2923,脣,辰,肉,ROOT-8FB0,69,脣,277,0,0,0,1053,脣,339,0,0,0,-62,0,0,339,0.4685454,0.4998647570610046,0.0313193500041961
qwen3_0.6b_1024d,en_def_translated_cn_def,2924,蜃,辰,虫,ROOT-8FB0,76,貝,527,0,0,0,1053,溥,660,0,0,0,-133,0,0,660,0.40060005,0.4341929256916046,0.0335928797721862
qwen3_0.6b_1024d,en_def_translated_cn_def,2925,賑,辰,貝,ROOT-8FB0,28,助,541,0,0,0,1053,康,520,0,0,0,21,0,0,520,0.50772,0.5094407796859741,0.0017207860946655
qwen3_0.6b_1024d,en_def_translated_cn_def,2926,震,辰,雨,ROOT-8FB0,21,打,232,0,0,0,1053,打,152,0,0,0,80,0,0,152,0.52530456,0.5611790418624878,0.0358744859695434
qwen3_0.6b_1024d,en_def_translated_cn_def,3158,掂,店,扌,ROOT-5360,138,絜,670,0,0,0,1053,絜,604,0,0,0,66,0,0,604,0.41199183,0.4501070380210876,0.0381152033805847
qwen3_0.6b_1024d,en_def_translated_cn_def,3159,惦,店,忄,ROOT-5360,79,巴,421,0,0,0,1053,巴,254,0,0,0,167,0,0,254,0.47076318,0.5149165391921997,0.0441533625125885
qwen3_0.6b_1024d,en_gloss_unihan,52,儐,賓,亻,ROOT-219CD,172,謁,23,0,0,0,1155,謁,17,0,0,0,6,0,0,17,0.604347,0.6071913242340088,0.0028443336486816
qwen3_0.6b_1024d,en_gloss_unihan,53,嬪,賓,女,ROOT-219CD,99,妾,212,0,0,0,1155,廷,355,0,0,0,-143,0,0,355,0.45907605,0.4480152726173401,-0.0110607743263244
qwen3_0.6b_1024d,en_gloss_unihan,54,擯,賓,扌,ROOT-219CD,189,禁,279,0,0,0,1155,禁,121,0,0,0,158,0,0,121,0.6055873,0.638373076915741,0.0327857732772827
qwen3_0.6b_1024d,en_gloss_unihan,55,檳,賓,木,ROOT-219CD,238,杏,783,0,0,0,1155,杏,785,0,0,0,-2,0,0,785,0.4473198,0.489673376083374,0.0423535704612731
qwen3_0.6b_1024d,en_gloss_unihan,56,殯,賓,歹,ROOT-219CD,16,斬,845,0,0,0,1155,宅,657,0,0,0,188,0,0,657,0.47527826,0.5224473476409912,0.0471690893173217
qwen3_0.6b_1024d,en_gloss_unihan,57,濱,賓,氵,ROOT-219CD,277,皋,890,0,0,0,1155,皋,852,0,0,0,38,0,0,852,0.42095268,0.4540656208992004,0.0331129431724548
qwen3_0.6b_1024d,en_gloss_unihan,58,矉,賓,目,ROOT-219CD,50,火,750,0,0,0,1155,火,835,0,0,0,-85,0,0,835,0.4177,0.4334113597869873,0.0157113671302795
qwen3_0.6b_1024d,en_gloss_unihan,59,繽,賓,糸,ROOT-219CD,153,隆,1000,0,0,0,1155,殷,989,0,0,0,11,0,0,989,0.39923334,0.3961222767829895,-0.0031110644340515
qwen3_0.6b_1024d,en_gloss_unihan,60,蠙,賓,虫,ROOT-219CD,116,泙,703,0,0,0,1155,倉,660,0,0,0,43,0,0,660,0.464413,0.5076745748519897,0.0432615876197814
qwen3_0.6b_1024d,en_gloss_unihan,61,鬢,賓,髟,ROOT-219CD,15,毛,700,0,0,0,1155,阞,659,0,0,0,41,0,0,659,0.4091972,0.4710690379142761,0.0618718266487121
qwen3_0.6b_1024d,en_gloss_unihan,383,侅,亥,亻,ROOT-4EA5,172,入,960,0,0,0,1155,入,979,0,0,0,-19,0,0,979,0.4229757,0.4197034835815429,-0.0032722055912017
qwen3_0.6b_1024d,en_gloss_unihan,384,刻,亥,刂,ROOT-4EA5,32,彔,304,0,0,0,1155,晷,205,0,0,0,99,0,0,205,0.5367152,0.5417386293411255,0.0050234198570251
qwen3_0.6b_1024d,en_gloss_unihan,385,劾,亥,力,ROOT-4EA5,21,審,513,0,0,0,1155,考,296,0,0,0,217,0,0,296,0.5291402,0.5447364449501038,0.0155962705612182
qwen3_0.6b_1024d,en_gloss_unihan,386,咳,亥,口,ROOT-4EA5,149,歊,292,0,0,0,1155,歊,111,0,0,0,181,0,0,111,0.51259273,0.5582756996154785,0.0456829667091369
qwen3_0.6b_1024d,en_gloss_unihan,387,垓,亥,土,ROOT-4EA5,86,戍,229,0,0,0,1155,戍,246,0,0,0,-17,0,0,246,0.5544443,0.5508782267570496,-0.0035660862922668
qwen3_0.6b_1024d,en_gloss_unihan,388,孩,亥,子,ROOT-4EA5,5,幼,313,0,0,0,1155,幼,125,0,0,0,188,0,0,125,0.5127349,0.5151358842849731,0.0024009943008422
qwen3_0.6b_1024d,en_gloss_unihan,389,核,亥,木,ROOT-4EA5,238,號,250,0,0,0,1155,號,505,0,0,0,-255,0,0,505,0.47741112,0.4331679940223694,-0.0442431271076202
qwen3_0.6b_1024d,en_gloss_unihan,390,欬,亥,欠,ROOT-4EA5,23,喿,673,0,0,0,1155,喿,381,0,0,0,292,0,0,381,0.44394332,0.466784805059433,0.0228414833545684
qwen3_0.6b_1024d,en_gloss_unihan,391,痎,亥,疒,ROOT-4EA5,68,蚤,103,0,0,0,1155,二,86,0,0,0,17,0,0,86,0.4526357,0.4978277087211609,0.045192003250122
qwen3_0.6b_1024d,en_gloss_unihan,392,胲,亥,肉,ROOT-4EA5,99,半,92,0,0,0,1155,壹,65,0,0,0,27,0,0,65,0.5427558,0.5304329991340637,-0.0123227834701538
qwen3_0.6b_1024d,en_gloss_unihan,393,荄,亥,艹,ROOT-4EA5,241,艾,21,0,0,0,1155,畟,44,0,0,0,-23,0,0,44,0.6475214,0.6677671670913696,0.0202457904815673
qwen3_0.6b_1024d,en_gloss_unihan,394,該,亥,言,ROOT-4EA5,142,務,589,0,0,0,1155,勿,496,0,0,0,93,0,0,496,0.526713,0.526892364025116,0.0001793503761291
qwen3_0.6b_1024d,en_gloss_unihan,395,閡,亥,門,ROOT-4EA5,30,滯,603,0,0,0,1155,滯,597,0,0,0,6,0,0,597,0.48239803,0.4773014485836029,-0.0050965845584869
qwen3_0.6b_1024d,en_gloss_unihan,396,陔,亥,阝,ROOT-4EA5,109,梯,482,0,0,0,1155,梯,770,0,0,0,-288,0,0,770,0.5062033,0.4612957537174225,-0.0449075400829315
qwen3_0.6b_1024d,en_gloss_unihan,397,頦,亥,頁,ROOT-4EA5,41,半,33,0,0,0,1155,九,16,0,0,0,17,0,0,16,0.68037945,0.6813018321990967,0.0009223818778991
qwen3_0.6b_1024d,en_gloss_unihan,398,駭,亥,馬,ROOT-4EA5,56,矍,715,0,0,0,1155,矍,678,0,0,0,37,0,0,678,0.45000324,0.4351849853992462,-0.014818251132965
qwen3_0.6b_1024d,en_gloss_unihan,399,骸,亥,骨,ROOT-4EA5,12,幹,169,0,0,0,1155,建,426,0,0,0,-257,0,0,426,0.5170816,0.5400704741477966,0.0229888558387756
qwen3_0.6b_1024d,en_gloss_unihan,585,刓,元,刂,ROOT-5143,32,削,528,0,0,0,1155,半,544,0,0,0,-16,0,0,544,0.507693,0.522059440612793,0.0143664479255676
qwen3_0.6b_1024d,en_gloss_unihan,586,完,元,宀,ROOT-5143,26,完,368,0,0,0,1155,完,262,0,0,0,106,0,0,262,0.51258385,0.4913736283779144,-0.0212102234363555
qwen3_0.6b_1024d,en_gloss_unihan,596,沅,元,氵,ROOT-5143,277,淮,778,0,0,0,1155,淮,608,0,0,0,170,0,0,608,0.3588692,0.3995825946331024,0.0407133996486663
qwen3_0.6b_1024d,en_gloss_unihan,597,玩,元,王,ROOT-5143,75,喜,982,0,0,0,1155,喜,1000,0,0,0,-18,0,0,1000,0.36386868,0.342346578836441,-0.0215221047401428
qwen3_0.6b_1024d,en_gloss_unihan,599,芫,元,艹,ROOT-5143,241,妾,258,0,0,0,1155,妾,211,0,0,0,47,0,0,211,0.5558492,0.5927579402923584,0.036908745765686
qwen3_0.6b_1024d,en_gloss_unihan,600,邧,元,阝,ROOT-5143,109,洛,635,0,0,0,1155,洛,708,0,0,0,-73,0,0,708,0.4331175,0.5297673940658569,0.0966498851776123
qwen3_0.6b_1024d,en_gloss_unihan,601,阮,元,阝,ROOT-5143,109,呂,272,0,0,0,1155,呂,307,0,0,0,-35,0,0,307,0.44632015,0.4531534016132355,0.0068332552909851
qwen3_0.6b_1024d,en_gloss_unihan,602,頑,元,頁,ROOT-5143,41,嚴,934,0,0,0,1155,堅,992,0,0,0,-58,0,0,992,0.4455093,0.4170518815517425,-0.0284574329853057
qwen3_0.6b_1024d,en_gloss_unihan,647,偈,曷,亻,ROOT-5303,172,勇,1028,0,0,0,1155,勇,1072,0,0,0,-44,0,0,1072,0.41086158,0.4090790450572967,-0.0017825365066528
qwen3_0.6b_1024d,en_gloss_unihan,648,喝,曷,口,ROOT-5303,149,虖,883,0,0,0,1155,宣,977,0,0,0,-94,0,0,977,0.4381625,0.4373567998409271,-0.0008057057857513
qwen3_0.6b_1024d,en_gloss_unihan,649,堨,曷,土,ROOT-5303,86,妾,1060,0,0,0,1155,妾,1110,0,0,0,-50,0,0,1110,0.38617703,0.3790340423583984,-0.0071429908275604
qwen3_0.6b_1024d,en_gloss_unihan,650,愒,曷,忄,ROOT-5303,124,歇,1006,0,0,0,1155,歇,1029,0,0,0,-23,0,0,1029,0.39214426,0.3437656164169311,-0.0483786463737487
qwen3_0.6b_1024d,en_gloss_unihan,651,揭,曷,扌,ROOT-5303,189,崔,1070,0,0,0,1155,崔,1078,0,0,0,-8,0,0,1078,0.3818742,0.3742070198059082,-0.0076671838760375
qwen3_0.6b_1024d,en_gloss_unihan,652,暍,曷,日,ROOT-5303,60,雷,1016,0,0,0,1155,氾,1075,0,0,0,-59,0,0,1075,0.37461144,0.3632591366767883,-0.0113523006439208
qwen3_0.6b_1024d,en_gloss_unihan,654,楬,曷,木,ROOT-5303,238,扁,992,0,0,0,1155,扁,988,0,0,0,4,0,0,988,0.42084265,0.4321780502796173,0.011335402727127
qwen3_0.6b_1024d,en_gloss_unihan,655,歇,曷,欠,ROOT-5303,23,歇,983,0,0,0,1155,歇,1072,0,0,0,-89,0,0,1072,0.43303683,0.3575184345245361,-0.075518399477005
qwen3_0.6b_1024d,en_gloss_unihan,657,渴,曷,氵,ROOT-5303,277,焦,731,0,0,0,1155,欲,855,0,0,0,-124,0,0,855,0.45264313,0.4318138062953949,-0.0208293199539184
qwen3_0.6b_1024d,en_gloss_unihan,658,猲,曷,犭,ROOT-5303,38,炎,1049,0,0,0,1155,炎,1132,0,0,0,-83,0,0,1132,0.35515463,0.3242175877094269,-0.0309370458126068
qwen3_0.6b_1024d,en_gloss_unihan,659,碣,曷,石,ROOT-5303,52,朿,1109,0,0,0,1155,朿,1125,0,0,0,-16,0,0,1125,0.36059687,0.3986972868442535,0.0381004214286804
qwen3_0.6b_1024d,en_gloss_unihan,660,竭,曷,立,ROOT-5303,4,盡,1112,0,0,0,1155,盡,1146,0,0,0,-34,0,0,1146,0.36478508,0.2792001068592071,-0.0855849683284759
qwen3_0.6b_1024d,en_gloss_unihan,661,羯,曷,羊,ROOT-5303,7,豬,1112,0,0,0,1155,皮,1145,0,0,0,-33,0,0,1145,0.3106439,0.317361444234848,0.0067175328731536
qwen3_0.6b_1024d,en_gloss_unihan,662,葛,曷,艹,ROOT-5303,241,葛,1143,0,0,0,1155,葛,1141,0,0,0,2,0,0,1141,0.30599153,0.3369288742542267,0.0309373438358306
qwen3_0.6b_1024d,en_gloss_unihan,664,蝎,曷,虫,ROOT-5303,116,蠆,1050,0,0,0,1155,蠆,1114,0,0,0,-64,0,0,1114,0.36094394,0.4321965277194977,0.0712525844573974
qwen3_0.6b_1024d,en_gloss_unihan,665,褐,曷,衤,ROOT-5303,55,罽,1071,0,0,0,1155,冥,1085,0,0,0,-14,0,0,1085,0.34249628,0.3792349994182586,0.0367387235164642
qwen3_0.6b_1024d,en_gloss_unihan,666,謁,曷,言,ROOT-5303,142,謁,993,0,0,0,1155,謁,1025,0,0,0,-32,0,0,1025,0.46515137,0.4404442906379699,-0.0247070789337158
qwen3_0.6b_1024d,en_gloss_unihan,669,遏,曷,辶,ROOT-5303,68,止,1027,0,0,0,1155,弭,1139,0,0,0,-112,0,0,1139,0.40696952,0.3558129966259002,-0.0511565208435058
qwen3_0.6b_1024d,en_gloss_unihan,670,鞨,曷,革,ROOT-5303,29,畟,982,0,0,0,1155,入,937,0,0,0,45,0,0,937,0.4364796,0.4579262733459472,0.0214466750621795
qwen3_0.6b_1024d,en_gloss_unihan,671,餲,曷,飠,ROOT-5303,35,臭,1005,0,0,0,1155,臭,1020,0,0,0,-15,0,0,1020,0.33781898,0.3460640907287597,0.0082451105117797
qwen3_0.6b_1024d,en_gloss_unihan,672,鶡,曷,鳥,ROOT-5303,59,雀,953,0,0,0,1155,喿,1044,0,0,0,-91,0,0,1044,0.3670982,0.4382794797420501,0.0711812674999237
qwen3_0.6b_1024d,en_gloss_unihan,1769,佳,圭,亻,ROOT-572D,172,吉,915,0,0,0,1155,吉,938,0,0,0,-23,0,0,938,0.38505316,0.371285080909729,-0.0137680768966674
qwen3_0.6b_1024d,en_gloss_unihan,1770,刲,圭,刂,ROOT-572D,32,切,584,0,0,0,1155,絕,646,0,0,0,-62,0,0,646,0.49894387,0.5572287440299988,0.0582848787307739
qwen3_0.6b_1024d,en_gloss_unihan,1775,哇,圭,口,ROOT-572D,149,虖,488,0,0,0,1155,幼,482,0,0,0,6,0,0,482,0.42265826,0.4337477684020996,0.0110895037651062
qwen3_0.6b_1024d,en_gloss_unihan,1776,奎,圭,大,ROOT-572D,5,星,115,0,0,0,1155,氐,203,0,0,0,-88,0,0,203,0.44332895,0.337764024734497,-0.105564922094345
qwen3_0.6b_1024d,en_gloss_unihan,1777,娃,圭,女,ROOT-572D,99,幼,155,0,0,0,1155,幼,201,0,0,0,-46,0,0,201,0.4219601,0.4164272546768188,-0.005532830953598
qwen3_0.6b_1024d,en_gloss_unihan,1778,恚,圭,心,ROOT-572D,53,虐,618,0,0,0,1155,火,510,0,0,0,108,0,0,510,0.5072503,0.5223778486251831,0.0151275396347045
qwen3_0.6b_1024d,en_gloss_unihan,1779,挂,圭,扌,ROOT-572D,189,止,843,0,0,0,1155,止,875,0,0,0,-32,0,0,875,0.47177058,0.4570278525352478,-0.0147427320480346
qwen3_0.6b_1024d,en_gloss_unihan,1780,桂,圭,木,ROOT-572D,238,艾,654,0,0,0,1155,艾,911,0,0,0,-257,0,0,911,0.4605217,0.4483508467674255,-0.0121708512306213
qwen3_0.6b_1024d,en_gloss_unihan,1781,洼,圭,氵,ROOT-572D,277,洼,829,0,0,0,1155,洼,882,0,0,0,-53,0,0,882,0.45126712,0.4589332044124603,0.0076660811901092
qwen3_0.6b_1024d,en_gloss_unihan,1783,烓,圭,火,ROOT-572D,58,鬵,491,0,0,0,1155,鬵,567,0,0,0,-76,0,0,567,0.48761952,0.4900412261486053,0.0024217069149017
qwen3_0.6b_1024d,en_gloss_unihan,1784,珪,圭,王,ROOT-572D,75,袞,23,0,0,0,1155,袞,162,0,0,0,-139,0,0,162,0.5391168,0.4745908379554748,-0.0645259618759155
qwen3_0.6b_1024d,en_gloss_unihan,1785,畦,圭,田,ROOT-572D,12,畟,386,0,0,0,1155,部,406,0,0,0,-20,0,0,406,0.50898564,0.5121420621871948,0.0031564235687255
qwen3_0.6b_1024d,en_gloss_unihan,1786,眭,圭,目,ROOT-572D,50,眇,207,0,0,0,1155,冥,583,0,0,0,-376,0,0,583,0.5268735,0.5109696388244629,-0.015903890132904
qwen3_0.6b_1024d,en_gloss_unihan,1787,絓,圭,糸,ROOT-572D,153,滯,857,0,0,0,1155,滯,856,0,0,0,1,0,0,856,0.47398615,0.4704248607158661,-0.0035612881183624
qwen3_0.6b_1024d,en_gloss_unihan,1788,蛙,圭,虫,ROOT-572D,116,貍,552,0,0,0,1155,貍,775,0,0,0,-223,0,0,775,0.50419956,0.5408135652542114,0.0366140007972717
qwen3_0.6b_1024d,en_gloss_unihan,1789,街,圭,行,ROOT-572D,6,道,799,0,0,0,1155,道,973,0,0,0,-174,0,0,973,0.49590644,0.4239132404327392,-0.071993201971054
qwen3_0.6b_1024d,en_gloss_unihan,1790,詿,圭,言,ROOT-572D,142,欺,622,0,0,0,1155,欺,709,0,0,0,-87,0,0,709,0.4748061,0.4856676161289215,0.0108615159988403
qwen3_0.6b_1024d,en_gloss_unihan,1791,邽,圭,阝,ROOT-572D,109,洛,480,0,0,0,1155,巂,738,0,0,0,-258,0,0,738,0.42501116,0.4798005819320678,0.0547894239425659
qwen3_0.6b_1024d,en_gloss_unihan,1792,閨,圭,門,ROOT-572D,30,冓,557,0,0,0,1155,戔,774,0,0,0,-217,0,0,774,0.44328105,0.4314968883991241,-0.0117841660976409
qwen3_0.6b_1024d,en_gloss_unihan,1793,鞋,圭,革,ROOT-572D,29,舄,742,0,0,0,1155,服,875,0,0,0,-133,0,0,875,0.45377666,0.4778159558773041,0.0240392982959747
qwen3_0.6b_1024d,en_gloss_unihan,1798,僥,堯,亻,ROOT-582F,172,吉,623,0,0,0,1155,吉,645,0,0,0,-22,0,0,645,0.4740876,0.4637045264244079,-0.0103830695152282
qwen3_0.6b_1024d,en_gloss_unihan,1799,嘵,堯,口,ROOT-582F,149,卞,793,0,0,0,1155,卞,660,0,0,0,133,0,0,660,0.4338774,0.4510166049003601,0.017139196395874
qwen3_0.6b_1024d,en_gloss_unihan,1800,嬈,堯,女,ROOT-582F,99,旖,346,0,0,0,1155,旖,640,0,0,0,-294,0,0,640,0.54106194,0.5036779046058655,-0.037384033203125
qwen3_0.6b_1024d,en_gloss_unihan,1801,嶢,堯,山,ROOT-582F,49,大,103,0,0,0,1155,貌,113,0,0,0,-10,0,0,113,0.6026469,0.6052275896072388,0.00258070230484
qwen3_0.6b_1024d,en_gloss_unihan,1802,撓,堯,扌,ROOT-582F,189,煩,925,0,0,0,1155,煩,773,0,0,0,152,0,0,773,0.44749275,0.487490177154541,0.0399974286556243
qwen3_0.6b_1024d,en_gloss_unihan,1803,曉,堯,日,ROOT-582F,60,旦,833,0,0,0,1155,旦,896,0,0,0,-63,0,0,896,0.49066588,0.5011086463928223,0.0104427635669708
qwen3_0.6b_1024d,en_gloss_unihan,1804,橈,堯,木,ROOT-582F,238,木,765,0,0,0,1155,木,839,0,0,0,-74,0,0,839,0.4418472,0.4517922401428222,0.0099450349807739
qwen3_0.6b_1024d,en_gloss_unihan,1805,澆,堯,氵,ROOT-582F,277,沾,933,0,0,0,1155,散,921,0,0,0,12,0,0,921,0.41127846,0.4393438100814819,0.0280653536319732
qwen3_0.6b_1024d,en_gloss_unihan,1806,燒,堯,火,ROOT-582F,58,炎,704,0,0,0,1155,湯,642,0,0,0,62,0,0,642,0.45508164,0.5037878751754761,0.0487062335014343
qwen3_0.6b_1024d,en_gloss_unihan,1807,磽,堯,石,ROOT-582F,52,荒,483,0,0,0,1155,荒,599,0,0,0,-116,0,0,599,0.47549242,0.4745863676071167,-0.0009060502052307
qwen3_0.6b_1024d,en_gloss_unihan,1808,繞,堯,糸,ROOT-582F,153,巿,1010,0,0,0,1155,巿,1009,0,0,0,1,0,0,1009,0.40984085,0.4231729507446289,0.0133320987224578
qwen3_0.6b_1024d,en_gloss_unihan,1809,翹,堯,羽,ROOT-582F,19,陟,898,0,0,0,1155,尌,836,0,0,0,62,0,0,836,0.45678228,0.4371930360794067,-0.0195892453193664
qwen3_0.6b_1024d,en_gloss_unihan,1810,蕘,堯,艹,ROOT-582F,241,彔,864,0,0,0,1155,彔,930,0,0,0,-66,0,0,930,0.44592002,0.4365554451942444,-0.0093645751476287
qwen3_0.6b_1024d,en_gloss_unihan,1811,蟯,堯,虫,ROOT-582F,116,蚤,308,0,0,0,1155,蚤,622,0,0,0,-314,0,0,622,0.43683594,0.4531083703041076,0.0162724256515502
qwen3_0.6b_1024d,en_gloss_unihan,1812,譊,堯,言,ROOT-582F,142,爭,803,0,0,0,1155,爭,814,0,0,0,-11,0,0,814,0.49775636,0.4978965818881988,0.0001402199268341
qwen3_0.6b_1024d,en_gloss_unihan,1813,遶,堯,辶,ROOT-582F,68,巿,1007,0,0,0,1155,巿,929,0,0,0,78,0,0,929,0.41066343,0.4418731331825256,0.0312097072601318
qwen3_0.6b_1024d,en_gloss_unihan,1814,鐃,堯,釒,ROOT-582F,129,咢,945,0,0,0,1155,弄,987,0,0,0,-42,0,0,987,0.37743372,0.3769361972808838,-0.0004975199699401
qwen3_0.6b_1024d,en_gloss_unihan,1815,饒,堯,飠,ROOT-582F,35,隆,756,0,0,0,1155,隆,738,0,0,0,18,0,0,738,0.5074545,0.4732904136180877,-0.0341641008853912
qwen3_0.6b_1024d,en_gloss_unihan,1816,驍,堯,馬,ROOT-582F,56,勇,188,0,0,0,1155,勇,215,0,0,0,-27,0,0,215,0.5496549,0.5895086526870728,0.0398537516593933
qwen3_0.6b_1024d,en_gloss_unihan,2353,冶,台,冫,ROOT-382F,12,炎,618,0,0,0,1155,建,305,0,0,0,313,0,0,305,0.48307675,0.4627959132194519,-0.0202808380126953
qwen3_0.6b_1024d,en_gloss_unihan,2354,始,台,女,ROOT-382F,99,原,385,0,0,0,1155,原,258,0,0,0,127,0,0,258,0.42208317,0.4095958471298218,-0.0124873220920562
qwen3_0.6b_1024d,en_gloss_unihan,2355,怠,台,心,ROOT-382F,53,疏,623,0,0,0,1155,疏,272,0,0,0,351,0,0,272,0.48509803,0.5176219940185547,0.0325239598751068
qwen3_0.6b_1024d,en_gloss_unihan,2356,怡,台,忄,ROOT-382F,124,欣,548,0,0,0,1155,樂,219,0,0,0,329,0,0,219,0.47850132,0.5080573558807373,0.0295560359954834
qwen3_0.6b_1024d,en_gloss_unihan,2357,枲,台,木,ROOT-382F,238,艾,387,0,0,0,1155,艾,343,0,0,0,44,0,0,343,0.5103056,0.53346848487854,0.0231629014015197
qwen3_0.6b_1024d,en_gloss_unihan,2358,殆,台,歹,ROOT-382F,16,冒,726,0,0,0,1155,冒,588,0,0,0,138,0,0,588,0.48499665,0.500213623046875,0.01521697640419
qwen3_0.6b_1024d,en_gloss_unihan,2359,治,台,氵,ROOT-382F,277,乂,249,0,0,0,1155,乂,165,0,0,0,84,0,0,165,0.5631691,0.5560790300369263,-0.0070900917053222
qwen3_0.6b_1024d,en_gloss_unihan,2360,炱,台,火,ROOT-382F,58,歊,528,0,0,0,1155,歊,309,0,0,0,219,0,0,309,0.5307493,0.5486516356468201,0.0179023146629333
qwen3_0.6b_1024d,en_gloss_unihan,2361,眙,台,目,ROOT-382F,50,覽,746,0,0,0,1155,謁,491,0,0,0,255,0,0,491,0.47700486,0.5669077634811401,0.0899029076099395
qwen3_0.6b_1024d,en_gloss_unihan,2362,笞,台,竹,ROOT-382F,100,筍,783,0,0,0,1155,斬,747,0,0,0,36,0,0,747,0.4531548,0.5185196995735168,0.0653648972511291
qwen3_0.6b_1024d,en_gloss_unihan,2363,紿,台,糸,ROOT-382F,153,欺,770,0,0,0,1155,欺,688,0,0,0,82,0,0,688,0.45605952,0.455753356218338,-0.0003061592578887
qwen3_0.6b_1024d,en_gloss_unihan,2364,胎,台,肉,ROOT-382F,99,幼,670,0,0,0,1155,育,445,0,0,0,225,0,0,445,0.44619483,0.470034122467041,0.0238392949104309
qwen3_0.6b_1024d,en_gloss_unihan,2365,苔,台,艹,ROOT-382F,241,艾,830,0,0,0,1155,登,766,0,0,0,64,0,0,766,0.444723,0.5254127979278564,0.080689787864685
qwen3_0.6b_1024d,en_gloss_unihan,2366,詒,台,言,ROOT-382F,142,胤,552,0,0,0,1155,胤,465,0,0,0,87,0,0,465,0.5075691,0.4954583346843719,-0.0121107399463653
